Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
ATH,LHR,4,40
IST,LGW,1,52
OSL,LIS,3,40
AGP,ZRH,2,45
ARN,PRG,2,56
MXP,FCO,3,8
ARN,MAN,2,51
AGP,FRA,1,0
BUD,DUS,4,14
DUS,MAD,2,58
ZRH,ARN,3,4
AGP,LHR,3,30
MUC,BUD,1,8
AMS,ZRH,4,0
ALC,CPH,3,45
AMS,LIS,5,3
DUB,HEL,4,47
AGP,LIS,4,3
BUD,DUB,4,36
MAN,BUD,1,54
ATH,BUD,1,20
LHR,DUB,4,22
ZRH,MAD,4,40
LIS,FRA,1,56
ATH,GVA,4,29
FCO,FRA,4,9
BCN,LIS,1,40
CPH,WAW,2,23
CPH,PRG,3,41
GVA,LHR,4,4
HEL,ATH,3,1
DUB,PMI,4,14
MAN,WAW,4,35
MXP,LHR,4,42
BUD,MAN,2,29
MUC,PMI,5,3
ALC,HEL,1,18
BCN,AMS,2,30
MXP,ALC,1,43
IST,PRG,1,12
AGP,BRU,4,32
MAD,AGP,3,24
PMI,MXP,4,34
LGW,CDG,3,10
MUC,WAW,3,52
MUC,LGW,2,42
LGW,LHR,4,19
IST,HEL,1,35
DUB,LIS,3,2
LHR,PRG,1,55
BRU,DUS,1,26
MAN,AGP,2,9
MUC,FRA,4,27
MAD,BRU,3,43
WAW,BRU,2,35
BRU,AGP,1,28
IST,ZRH,1,35
ARN,OSL,2,51
AMS,OSL,3,15
HEL,AGP,2,43
MXP,CDG,2,38
MUC,GVA,1,56
WAW,HEL,4,23
LHR,HEL,3,23
GVA,MAD,3,42
HEL,LGW,1,55
PMI,PRG,1,51
MAN,FRA,2,32
PRG,MUC,4,51
CDG,BUD,1,36
PMI,MXP,2,53
PMI,HEL,1,17
FRA,MAN,4,25
MUC,WAW,3,9
ALC,LHR,1,11
WAW,LHR,5,2
PMI,HEL,2,53
BUD,OSL,3,0
WAW,ALC,3,52
MUC,ATH,2,16
DUS,PMI,3,17
WAW,HEL,3,10
LIS,DUS,3,55
AGP,FCO,1,4
PRG,IST,4,12
MUC,MAN,3,35
BUD,MAN,1,9
BCN,PMI,1,34
MAN,MUC,2,37
DUS,ALC,4,12
PRG,BRU,2,21
LIS,FCO,2,36
MUC,DUB,1,0
PRG,ARN,4,38
ZRH,DUS,4,20
VIE,BRU,3,20
MAN,GVA,2,26
MUC,MAN,3,2
MAN,PRG,4,28
MXP,CDG,3,35
HEL,ALC,2,21
WAW,DUB,1,0
CDG,ATH,3,48
ALC,CDG,1,41
LHR,OSL,1,50
CPH,MUC,4,27
OSL,ARN,4,18
CDG,ZRH,3,6
DUB,DUS,2,42
BUD,ARN,1,29
IST,CPH,4,22
CDG,DUS,1,21
DUS,PRG,4,51
DUB,OSL,1,7
BCN,VIE,4,24
LIS,MUC,2,44
ZRH,DUS,3,25
HEL,ZRH,1,15
MUC,AGP,2,47
ALC,GVA,4,38
CPH,MAN,1,55
BUD,AGP,1,52
PMI,WAW,1,55
ATH,PRG,4,23
FCO,CPH,4,22
AMS,BCN,2,51
FRA,PRG,2,17
PRG,ARN,2,25
MUC,WAW,3,7
LGW,CDG,1,40
ZRH,GVA,4,18
GVA,IST,2,23
WAW,CPH,2,21
OSL,GVA,3,0
LHR,BUD,4,7
ATH,GVA,3,22
PMI,CPH,2,21
AMS,MXP,2,12
OSL,AMS,3,17
VIE,DUS,4,54
ZRH,MXP,4,33
BRU,MXP,4,19
DUB,FRA,2,59
LHR,FRA,2,47
MXP,AGP,4,14
AGP,IST,2,8
LIS,DUS,3,35
DUB,BRU,4,36
MAN,FRA,2,15
ARN,LIS,2,48
WAW,FRA,2,22
FRA,AGP,2,53
MAD,BUD,4,49
WAW,MAN,4,2
OSL,FRA,4,1
LIS,AMS,3,37
ZRH,DUS,2,39
IST,OSL,2,5
LIS,CPH,3,21
AMS,MXP,2,47
DUS,AGP,2,45
WAW,CDG,4,24
DUB,PMI,3,27
AMS,BUD,1,46
PMI,BCN,2,56
ALC,OSL,3,6
BCN,HEL,2,7
LIS,DUS,1,45
DUS,HEL,4,3
ALC,AMS,1,42
DUB,LHR,1,21
GVA,BCN,3,58
CPH,HEL,1,45
ZRH,MXP,1,3
GVA,VIE,1,24
BUD,DUB,3,4
WAW,CDG,3,23
DUS,LGW,2,55
BRU,WAW,3,42
FRA,LIS,3,21
OSL,FCO,1,14
DUB,MUC,3,50
LGW,VIE,1,14
OSL,WAW,4,1
LHR,ATH,4,7
MAN,OSL,2,0
AMS,LHR,3,36
HEL,PMI,1,31
LGW,AGP,1,59
DUB,GVA,1,40
ZRH,PRG,3,37
ALC,FRA,2,3
BCN,MUC,3,50
MUC,FRA,4,57
CPH,ALC,1,0
BCN,ARN,4,8
FRA,LHR,4,30
LHR,AGP,4,36
PRG,VIE,1,22
CDG,ALC,1,2
MAD,MXP,2,11
CPH,MAD,3,15
WAW,AMS,2,50
FRA,AGP,4,10
BUD,MAN,1,17
ARN,BCN,4,21
WAW,MUC,3,38
FRA,CPH,2,33
MUC,FRA,2,54
WAW,CPH,1,21
PMI,MXP,3,30
MAN,GVA,2,56
GVA,HEL,4,39
GVA,MXP,5,8
ARN,AGP,3,47
AGP,BCN,4,54
CDG,LIS,2,9
BRU,BCN,1,55
BUD,HEL,2,35
ARN,MUC,2,38
CDG,AGP,1,21
CDG,BRU,3,21
LIS,HEL,1,36
CDG,MXP,4,26
FCO,DUS,4,16
CDG,OSL,4,17
MAN,PMI,2,46
PRG,LGW,2,3
PMI,MUC,4,24
LGW,MAD,1,59
ATH,LIS,1,40
MUC,AGP,3,24
PRG,GVA,4,0
BCN,AMS,3,24
MAN,FRA,2,6
GVA,LGW,1,16
ATH,BRU,4,39
MUC,PMI,2,22
LGW,ATH,4,11
CDG,BUD,4,17
CDG,AMS,3,20
CPH,BUD,2,10
AMS,CDG,3,35
MAD,ALC,2,47
LIS,ATH,2,4
WAW,ALC,3,5
CPH,ZRH,4,17
BUD,ATH,3,8
BUD,MUC,2,48
LGW,BCN,4,1
PMI,WAW,3,2
BRU,MXP,3,56
CPH,BUD,1,45
VIE,BRU,3,15
BRU,MAD,4,40
BUD,WAW,2,58
DUB,MXP,2,41
MAD,ZRH,3,33
ALC,CPH,2,58
FRA,GVA,1,56
ATH,BUD,1,43
BCN,FRA,1,18
MXP,MUC,1,16
GVA,BRU,2,42
DUS,OSL,3,42
AMS,OSL,1,34
FRA,LIS,3,48
FRA,PRG,4,29
HEL,MXP,2,23
BRU,ATH,4,28
CDG,CPH,4,23
OSL,ARN,2,4
MAN,VIE,3,6
WAW,BUD,4,12
AMS,MAD,2,16
LHR,OSL,2,58
AGP,DUB,1,32
IST,GVA,2,35
GVA,CDG,4,2
DUB,AGP,1,21
IST,FCO,3,50
LIS,AMS,3,52
PMI,AMS,4,20
MAN,AMS,1,47
WAW,LIS,3,57
HEL,MXP,3,33
AGP,MAN,4,49
DUS,CDG,2,3
HEL,MXP,2,25
ATH,GVA,2,37
BCN,LIS,3,57
WAW,AGP,3,49
LHR,VIE,2,3
GVA,ATH,4,32
ALC,FCO,4,39
WAW,ZRH,4,11
LIS,AGP,1,29
DUS,LGW,2,4
OSL,IST,4,24
GVA,AMS,1,11
BCN,DUB,1,31
IST,MUC,1,27
PMI,AMS,1,18
LIS,MAD,3,3
CPH,PRG,4,19
OSL,GVA,1,52
WAW,VIE,3,13
DUS,DUB,1,0
GVA,AMS,4,24
FCO,MAD,1,41
CDG,PRG,2,2
LGW,AMS,1,53
MXP,ARN,3,10
BRU,PMI,2,21
PMI,GVA,3,19
BUD,ATH,3,32
FCO,PMI,5,8
MAD,GVA,2,17
MUC,VIE,5,7
ARN,LGW,1,8
BUD,ARN,3,35
MAN,GVA,2,41
BRU,MAD,2,57
MXP,MAD,3,17
BRU,BUD,1,45
CDG,HEL,2,22
ALC,HEL,1,25
DUB,AGP,1,26
LHR,MXP,1,46
WAW,PMI,4,3
HEL,FRA,4,4
CPH,AMS,3,13
CDG,AMS,2,5
IST,FRA,2,5
MAN,AMS,2,56
MXP,AGP,4,44
ATH,CPH,3,8
BUD,LGW,4,14
OSL,IST,1,21
DUB,WAW,2,18
MAN,PMI,2,37
AGP,ATH,2,11
CDG,OSL,1,0
ALC,CDG,3,51
ALC,MXP,2,51
IST,CDG,3,16
HEL,GVA,4,32
ALC,CDG,4,14
MXP,CDG,5,9
HEL,LIS,4,48
MAD,VIE,4,20
WAW,AMS,1,57
PRG,CDG,1,32
IST,ALC,3,24
CDG,FCO,3,37
PMI,ARN,2,9
CDG,HEL,2,28
AMS,ATH,1,45
LGW,VIE,2,23
MAN,FRA,3,15
DUS,VIE,2,25
DUS,ZRH,2,17
AGP,OSL,1,41
BUD,OSL,3,42
ALC,VIE,4,20
PMI,BRU,3,28
AGP,PRG,4,13
FCO,MAD,1,36
MXP,WAW,4,31
BUD,FCO,2,41
AMS,MXP,3,14
AMS,DUB,4,5
IST,OSL,3,26
CPH,DUB,2,56
LHR,MXP,1,40
BCN,LIS,2,22
BRU,CPH,2,5
WAW,FRA,2,5
IST,FRA,3,57
ZRH,PMI,3,23
HEL,LIS,1,14
IST,BUD,2,45
ARN,FCO,1,18
MAN,LIS,1,0
MAN,DUB,4,9
LGW,BRU,2,43
DUS,ARN,4,54
PMI,MAD,1,0
DUB,ZRH,3,1
BRU,IST,2,55
LIS,BUD,4,57
MAN,BCN,2,58
HEL,GVA,2,5
MXP,LHR,1,35
ALC,LIS,4,15
PMI,MAD,3,46
WAW,AMS,1,37
CDG,VIE,1,52
FRA,MUC,2,42
LHR,DUB,2,58
AMS,PRG,2,53
FRA,OSL,3,55
FRA,ARN,2,16
FCO,ALC,4,19
FRA,BCN,2,32
ARN,MAN,3,42
ATH,HEL,1,13
CPH,AMS,2,21
DUS,OSL,1,29
DUS,VIE,1,0
ALC,BRU,5,6
LIS,ALC,1,20
OSL,GVA,2,53
AGP,MUC,4,42
BCN,PMI,2,47
LIS,VIE,3,12
LIS,FRA,4,21
GVA,OSL,4,5
ARN,WAW,4,39
DUB,BCN,2,5
WAW,CPH,2,39
PRG,IST,1,16
LGW,OSL,3,55
LIS,WAW,2,34
AGP,PMI,3,56
MUC,WAW,1,15
PMI,MAN,2,44
ZRH,AGP,1,35
MAD,BCN,1,41
AMS,ARN,4,1
PRG,HEL,1,47
AGP,FCO,1,16
OSL,AGP,2,59
LIS,OSL,4,7
CPH,BCN,2,44
PRG,BRU,2,36
BUD,DUB,1,21
FCO,CPH,3,52
PMI,LGW,1,13
FCO,LHR,1,24
VIE,AGP,1,20
LGW,PRG,3,45
IST,DUB,5,5
BCN,OSL,1,28
PMI,BCN,3,35
ALC,AGP,3,8
PMI,MXP,2,17
LHR,OSL,4,7
MXP,LGW,1,31
FCO,CDG,2,38
GVA,PMI,4,29
CDG,DUB,3,4
DUB,DUS,1,40
CPH,PRG,2,49
LHR,BUD,1,37
OSL,FRA,1,34
LGW,IST,2,38
MAD,LIS,3,59
DUS,ZRH,2,14
MUC,BCN,2,0
DUS,BCN,1,11
FCO,PMI,1,7
CPH,AGP,3,8
MAD,CDG,4,26
PRG,PMI,2,18
AGP,VIE,1,51
FRA,FCO,1,27
CDG,ZRH,4,47
ATH,MAD,2,7
FRA,ZRH,3,20
ZRH,CDG,4,12
OSL,ZRH,1,5
OSL,BRU,5,3
LHR,DUB,2,2
PMI,ARN,2,46
AGP,GVA,4,57
FCO,MAN,3,14
BUD,HEL,3,13
CPH,DUS,2,6
ZRH,CDG,5,12
BRU,PRG,5,5
DUB,AGP,1,38
CDG,VIE,3,6
DUB,DUS,3,20
IST,BRU,2,50
ARN,IST,1,47
HEL,ARN,4,4
ATH,HEL,4,3
FRA,LIS,1,34
ATH,MXP,1,50
BRU,HEL,2,28
OSL,BUD,2,11
FRA,MUC,4,3
ZRH,FRA,3,36
FCO,BRU,1,39
AMS,WAW,4,39
ALC,MUC,4,23
PMI,MAD,2,51
ALC,MXP,2,39
FRA,DUB,2,1
VIE,LIS,2,25
LHR,LGW,3,3
AGP,LIS,2,40
CPH,LHR,2,37
IST,BUD,3,10
LHR,OSL,1,0
BCN,FRA,4,4
DUS,ALC,1,27
BRU,LGW,4,38
WAW,ARN,1,5
ATH,VIE,3,0
PRG,BRU,2,9
PMI,BRU,2,52
CPH,HEL,2,24
LIS,OSL,2,3
ATH,DUB,1,0
IST,AMS,2,34
MUC,MAD,3,23
PRG,PMI,3,29
BRU,DUB,1,46
PRG,LIS,3,46
IST,BRU,2,4
ALC,PRG,1,30
MXP,AGP,2,32
DUB,LIS,3,1
GVA,DUB,1,28
WAW,ARN,3,45
GVA,LGW,3,12
MUC,PRG,1,35
DUS,ATH,3,29
PRG,IST,3,8
BRU,DUB,1,43
AGP,WAW,4,13
DUB,CPH,2,53
BCN,CPH,3,10
LHR,CDG,3,17
BRU,LHR,2,58
CDG,AMS,3,27
CDG,MUC,4,57
FCO,AMS,3,47
AGP,MUC,2,27
LIS,FRA,4,23
AMS,BRU,1,11
DUB,GVA,3,6
OSL,MAN,3,45
DUB,FRA,3,56
PMI,HEL,1,0
PMI,MAN,2,23
ATH,ARN,1,37
ATH,CPH,1,16
LIS,WAW,4,10
LHR,VIE,3,35
DUB,GVA,1,45
BUD,LGW,4,50
BRU,IST,3,9
ATH,MAD,1,0
WAW,BRU,2,38
ZRH,PRG,4,16
VIE,ATH,1,0
WAW,CDG,3,18
FCO,LGW,3,22
FCO,MUC,1,17
PMI,LHR,4,3
WAW,HEL,2,12
GVA,ATH,3,46
VIE,MAN,3,18
ARN,ALC,2,29
ALC,BCN,4,40
AMS,GVA,4,14
GVA,OSL,1,13
WAW,ATH,1,56
LIS,LHR,1,34
DUS,MXP,3,3
CDG,DUB,3,56
ALC,ARN,2,26
PMI,ATH,4,16
DUS,WAW,3,3
WAW,BUD,2,3
BUD,OSL,3,50
VIE,PRG,4,12
BUD,ARN,1,51
LGW,DUS,1,42
ALC,BUD,1,24
LHR,ATH,3,5
AMS,LIS,3,45
AGP,CDG,4,44
LHR,FCO,1,4
ALC,AMS,2,20
CDG,OSL,4,46
IST,DUB,4,45
AGP,IST,3,48
AMS,MAD,2,18
IST,PRG,2,20
IST,GVA,1,18
BRU,MXP,2,22
LHR,WAW,1,0
PMI,AGP,2,16
IST,BRU,3,26
AGP,HEL,3,26
VIE,PMI,3,31
BRU,MAN,4,33
WAW,BUD,3,9
LHR,CPH,4,1
LIS,CDG,4,5
PMI,ARN,1,27
VIE,GVA,3,20
MUC,BUD,4,58
ALC,MAN,3,12
MAN,WAW,1,26
PRG,MXP,3,32
GVA,HEL,3,7
FCO,BUD,1,32
LHR,BUD,4,11
FRA,ALC,2,23
OSL,LHR,2,13
BRU,ARN,1,23
BUD,BCN,4,20
FRA,BCN,4,14
ARN,CDG,1,56
HEL,DUB,3,34
DUB,PMI,1,15
DUS,ZRH,4,52
IST,AMS,4,21
FRA,OSL,4,5
GVA,DUS,3,10
MAD,BRU,4,28
ARN,HEL,4,38
DUS,PMI,3,50
BRU,GVA,3,7
DUS,CPH,2,55
CPH,ARN,3,42
WAW,CPH,4,32
ARN,IST,2,56
VIE,LHR,2,51
ARN,MXP,1,42
BRU,DUS,4,11
AGP,MAN,1,15
BUD,FCO,2,22
GVA,HEL,3,42
ALC,CDG,3,51
BCN,DUS,3,16
ALC,ATH,3,33
LIS,WAW,2,13
LIS,PMI,2,16
LIS,BRU,4,1
ATH,LHR,2,29
MXP,LGW,1,10
MAD,DUS,4,36
ATH,BRU,4,3
MUC,PMI,3,7
ALC,WAW,3,17
BUD,VIE,4,11
MXP,DUS,4,18
PRG,AGP,3,50
CPH,LHR,1,52
LIS,FRA,4,36
BRU,MXP,3,45
ZRH,PRG,3,26
AGP,DUB,2,30
FRA,IST,1,57
DUB,MAD,3,15
FCO,AGP,4,53
DUS,PRG,2,25
DUB,FCO,3,0
PRG,BCN,1,35
MUC,HEL,2,16
ARN,CDG,2,52
CPH,BRU,3,38
BCN,ATH,1,25
FRA,ATH,4,36
PRG,FRA,1,23
PRG,FRA,1,22
VIE,LHR,3,10
CDG,VIE,2,42
IST,MAD,2,16
OSL,AGP,4,27
PRG,AMS,2,58
DUB,ARN,3,59
AGP,HEL,3,30
ZRH,MXP,1,36
IST,MAN,4,52
AGP,ZRH,1,5
BRU,ALC,3,22
BUD,DUB,2,37
DUB,BUD,2,48
CPH,IST,3,37
IST,MUC,1,47
MAN,LHR,3,50
CPH,FRA,2,15
DUB,MXP,3,22
ZRH,ALC,1,12
AMS,LGW,3,2
ATH,FRA,3,25
ALC,VIE,2,50
MAD,BRU,1,18
BCN,CDG,3,40
MAD,LHR,3,12
BCN,BRU,1,5
MAD,MUC,2,43
ALC,ZRH,2,42
HEL,ARN,1,43
AMS,ALC,2,42
IST,ARN,2,27
DUS,ARN,4,18
IST,PRG,2,14
OSL,CDG,4,17
ZRH,DUB,3,34
ALC,ATH,2,42
AGP,VIE,3,16
BRU,LIS,1,9
BCN,ATH,4,0
AMS,LHR,4,34
PMI,OSL,1,36
IST,LHR,4,37
ARN,FRA,4,19
ATH,LGW,1,52
WAW,ATH,1,41
BCN,MXP,3,17
BCN,PMI,2,30
GVA,MAD,2,30
PRG,LIS,3,5
ARN,ATH,1,1
MXP,MAD,3,11
BUD,HEL,4,28
PRG,FRA,5,12
MUC,LGW,2,37
OSL,IST,3,8
ATH,CPH,1,55
LHR,MAD,1,29
AGP,MAD,4,53
DUS,MAN,1,30
MAN,PRG,4,0
LHR,LIS,4,41
BRU,MUC,1,56
PRG,AGP,1,37
BRU,VIE,3,20
MUC,CDG,5,2
LGW,MAD,3,44
BRU,ALC,4,18
OSL,HEL,1,10
AMS,FCO,4,10
MAN,MXP,4,24
MAN,MXP,3,46
WAW,GVA,1,49
MUC,CPH,2,10
ARN,PRG,3,44
CDG,BCN,4,2
LHR,OSL,3,10
LHR,MAN,4,46
LIS,DUS,4,13
MAD,MUC,3,54
MAN,ATH,3,33
IST,CDG,2,41
CPH,HEL,3,44
MUC,GVA,4,58
MUC,LIS,3,21
PMI,DUS,1,49
AMS,FCO,1,53
GVA,BUD,1,53
ATH,MAD,2,24
IST,MXP,3,18
ZRH,CDG,1,12
ARN,FRA,3,24
FCO,AGP,1,0
FRA,DUB,3,29
MXP,ALC,1,22
HEL,FCO,2,19
FRA,FCO,4,10
MUC,DUB,3,38
GVA,AGP,4,44
AMS,LGW,1,13
ARN,MXP,1,26
DUS,GVA,2,33
MUC,IST,2,1
MXP,PMI,4,13
VIE,CPH,4,23
BUD,HEL,3,39
ALC,LHR,4,52
MUC,DUB,2,7
AGP,LIS,4,17
LHR,BCN,2,46
BCN,DUB,4,32
MAN,ALC,2,1
LGW,DUS,1,24
ZRH,MXP,1,19
MUC,ALC,1,8
LHR,PMI,3,8
LGW,ARN,4,40
DUS,CDG,3,38
WAW,ZRH,3,11
VIE,AGP,3,51
LGW,MXP,3,22
ZRH,MXP,2,7
MAD,IST,3,46
BCN,LHR,2,14
AGP,ATH,2,35
BRU,OSL,4,33
OSL,CPH,4,56
ZRH,FCO,4,11
ZRH,LIS,1,14
CPH,LHR,2,8
CDG,WAW,3,16
BCN,LHR,3,6
ALC,BUD,2,48
MAD,MAN,3,33
MAN,VIE,3,57
VIE,MXP,1,3
WAW,PMI,1,32
VIE,BUD,4,13
FCO,BRU,1,45
MAD,CDG,4,30
ALC,ZRH,1,18
PRG,MUC,1,0
PRG,IST,3,43
AMS,BCN,2,1
MUC,AMS,3,36
BCN,AMS,1,0
GVA,ALC,4,19
OSL,HEL,4,4
OSL,CPH,2,7
MAN,PRG,2,6
OSL,BRU,3,11
FCO,ARN,2,37
LIS,FRA,3,17
FRA,DUS,4,19
OSL,FCO,3,9
FCO,CPH,2,51
IST,BRU,2,21
PRG,ARN,1,0
FCO,ZRH,2,12
PMI,IST,3,38
ALC,LGW,1,22
PRG,AMS,2,35
LHR,AMS,4,23
DUB,CDG,2,1
MAD,ATH,1,55
PRG,DUS,3,44
BUD,DUB,4,8
ARN,PRG,3,11
LGW,VIE,4,47
IST,LGW,1,59
OSL,PRG,1,54
ATH,MAD,2,7
MXP,ARN,2,33
PMI,AGP,4,48
DUB,ARN,4,12
PRG,HEL,1,38
BUD,PMI,4,24
DUS,DUB,4,25
DUS,LIS,2,1
LIS,MAN,3,22
WAW,BRU,2,36
ARN,GVA,4,25
ZRH,MAD,2,6
AMS,PRG,1,46
WAW,PMI,2,8
WAW,CDG,4,4
LGW,IST,2,59
BCN,FRA,2,44
FRA,GVA,4,48
MUC,BUD,3,44
ATH,AMS,1,31
AMS,ZRH,3,4
ZRH,MAD,3,9
AMS,DUS,4,26
HEL,DUS,1,5
BRU,LGW,2,34
FCO,PMI,1,29
HEL,ATH,4,19
LGW,CDG,2,58
MAD,FRA,3,24
ATH,OSL,3,59
FCO,PMI,2,13
ALC,IST,3,45
MUC,GVA,3,47
FRA,LGW,1,53
MAD,MAN,3,25
MXP,PRG,3,35
FRA,ATH,4,42
AMS,PMI,2,57
FRA,WAW,4,27
DUS,ARN,5,4
ZRH,LHR,1,41
BCN,GVA,3,12
GVA,DUB,4,19
DUS,LGW,3,45
MUC,HEL,3,20
ALC,MXP,3,14
BCN,ATH,2,55
VIE,MXP,2,32
AMS,ZRH,3,24
CPH,CDG,1,33
FCO,AGP,4,21
ARN,LIS,2,15
IST,FCO,4,26
LGW,GVA,4,8
IST,FCO,2,1
LIS,ARN,2,18
GVA,DUS,3,40
LIS,ALC,3,55
HEL,LGW,1,58
GVA,DUS,3,27
FRA,AMS,2,42
LHR,FCO,2,31
BRU,OSL,2,12
PMI,AMS,1,44
AMS,IST,1,0
PMI,OSL,1,22
FCO,AMS,1,12
BUD,WAW,3,33
ALC,BUD,3,40
ALC,MAN,1,57
AGP,ZRH,3,25
IST,DUB,3,35
ALC,WAW,3,47
MAN,WAW,3,5
MUC,DUS,3,0
ALC,AGP,1,40
MAN,BCN,2,59
WAW,BUD,4,41
CDG,LHR,4,27
AMS,DUS,4,16
FRA,PMI,4,54
MAN,BRU,1,11
ALC,VIE,4,26
VIE,BRU,1,11
IST,HEL,2,25
WAW,ALC,3,39
AMS,PRG,1,53
PMI,AMS,4,27
MAD,WAW,1,41
FRA,LGW,1,37
PRG,FRA,4,16
AMS,BCN,3,2
DUB,MAD,2,0
PRG,IST,3,14
DUB,AGP,2,55
LHR,GVA,1,8
BCN,CDG,4,3
GVA,LIS,2,11
FCO,PMI,1,5
HEL,DUB,3,29
AGP,GVA,4,19
LGW,BRU,1,48
AGP,ZRH,3,11
DUS,BUD,1,29
AGP,WAW,1,30
MAN,CDG,4,4
OSL,ARN,4,39
CDG,ALC,2,20
CDG,ARN,4,28
BCN,DUS,3,18
ATH,PRG,2,23
PMI,VIE,3,4
DUS,CDG,3,35
PRG,MAN,1,9
MAN,LIS,1,54
LIS,GVA,1,25
VIE,OSL,1,48
LGW,MXP,1,15
ATH,ZRH,2,52
GVA,DUS,1,7
LIS,ARN,1,41
MAN,BRU,3,10
IST,ALC,2,10
AGP,OSL,2,8
BCN,MXP,3,38
PRG,WAW,1,8
AMS,ARN,2,35
AMS,IST,4,3
CDG,BCN,4,25
FCO,MXP,1,0
ZRH,DUS,3,42
BUD,LIS,1,50
DUS,MAD,3,42
CDG,LGW,3,5
WAW,DUS,3,15
FCO,ARN,4,40
BRU,BUD,1,40
CPH,PRG,4,21
MAD,CPH,3,18
BUD,DUS,4,28
MUC,VIE,3,47
MXP,CDG,4,0
ZRH,BRU,1,51
MXP,IST,3,56
AGP,ALC,2,16
IST,ATH,5,1
LGW,PMI,1,26
MAD,PMI,1,57
ATH,HEL,1,28
ARN,FRA,2,45
FRA,PRG,2,55
DUB,PMI,4,29
BRU,DUB,4,59
ZRH,LGW,3,38
CDG,MAD,1,30
AMS,HEL,4,1
ALC,LGW,4,4
IST,CPH,1,22
ARN,AMS,1,31
HEL,LIS,2,42
LHR,LIS,1,56
MAN,GVA,1,55
IST,PRG,3,7
ARN,FRA,2,21
FRA,DUB,2,7
MUC,FCO,2,29
CDG,BCN,1,50
VIE,FCO,1,41
MAN,GVA,1,18
ATH,MAN,3,8
AMS,LHR,4,27
VIE,CPH,2,22
PRG,ALC,2,22
ALC,MXP,2,47
ARN,BCN,2,36
GVA,LIS,3,2
MXP,DUB,1,47
WAW,PRG,1,58
MUC,CDG,3,10
MUC,IST,3,22
MUC,BRU,3,46
ZRH,BRU,2,30
DUS,ATH,1,32
DUB,FRA,1,0
DUS,VIE,1,40
ZRH,BRU,3,20
ALC,MAD,2,12
BRU,MAN,2,30
AMS,VIE,1,0
ZRH,AGP,3,36
CDG,MXP,1,46
MAN,BRU,2,19
MUC,LHR,3,42
ZRH,GVA,1,33
WAW,GVA,1,29
ALC,HEL,3,8
MUC,GVA,1,16
BUD,CPH,1,45
CDG,FRA,4,14
PRG,DUB,1,0
AMS,ZRH,3,23
FRA,MAD,1,11
FCO,CPH,4,21
AMS,MXP,1,53
MAD,DUB,1,10
BCN,FCO,1,50
ATH,ALC,2,7
ALC,FRA,2,59
CPH,BCN,4,1
PRG,PMI,1,44
DUS,CPH,1,31
DUS,WAW,2,53
ATH,OSL,4,12
CDG,FRA,1,15
DUS,ZRH,2,37
CDG,LIS,5,2
AGP,LHR,2,23
VIE,IST,2,1
FRA,VIE,1,22
HEL,MUC,3,59
MAN,PMI,3,55
MAD,OSL,1,23
CPH,PRG,1,47
MAD,IST,2,2
WAW,BCN,2,51
MAN,LHR,2,56
LIS,BCN,4,28
LGW,VIE,2,56
HEL,VIE,1,42
GVA,MAD,2,16
DUS,IST,1,14
OSL,BUD,1,0
PMI,DUB,1,39
IST,MUC,4,59
MAD,BRU,3,19
LGW,ZRH,2,3
IST,ATH,2,56
LHR,WAW,2,3
DUS,FRA,5,7
LGW,ARN,1,6
BUD,LIS,3,13
CDG,MAN,4,3
BCN,ATH,1,38
DUB,MAD,2,9
WAW,BRU,3,10
ATH,MAN,1,39
MAD,PRG,1,45
PRG,BUD,3,23
MXP,LGW,1,6
OSL,BRU,3,59
GVA,DUB,2,29
LIS,ATH,2,10
ZRH,GVA,1,38
PRG,MXP,1,52
AMS,CDG,1,25
DUS,FRA,1,57
MAN,ARN,4,41
IST,LIS,3,19
IST,MAD,1,24
IST,ARN,3,56
MAD,CPH,3,43
DUS,WAW,1,39
PRG,WAW,2,29
MAD,ZRH,3,36
OSL,AMS,2,15
VIE,OSL,2,14
LGW,PRG,3,56
MAN,GVA,4,0
OSL,GVA,1,10
DUB,PRG,2,46
BCN,VIE,2,47
GVA,FCO,2,41
LHR,LIS,2,14
PMI,WAW,4,29
LGW,VIE,4,26
MUC,LIS,1,58
BRU,HEL,3,13
ATH,ALC,1,53
MUC,AMS,1,24
PMI,LIS,1,37
MAD,FCO,1,4
MUC,LGW,1,39
PMI,DUS,1,54
LHR,MUC,4,7
CPH,MUC,3,54
ARN,BUD,3,59
LGW,HEL,1,55
MAN,LGW,2,49
AGP,BRU,1,13
PRG,AGP,3,38
BCN,ARN,3,13
MAD,CPH,2,4
PMI,GVA,1,7
IST,AMS,1,33
MXP,ALC,5,0
ALC,GVA,2,9
DUB,PMI,4,42
WAW,CPH,1,6
ALC,OSL,4,37
LHR,MUC,2,56
PMI,HEL,3,37
MAD,AMS,1,38
CDG,DUS,3,49
FRA,IST,3,3
DUS,FCO,1,39
BCN,VIE,2,28
CDG,ZRH,3,27
BUD,VIE,3,29
WAW,LGW,3,31
BUD,BRU,2,36
BRU,AMS,3,16
BRU,BUD,4,28
BUD,HEL,1,22
ZRH,AGP,3,2
LIS,FRA,1,0
AGP,BRU,2,4
LHR,BCN,3,36
BRU,GVA,4,40
AMS,GVA,1,18
FRA,CPH,4,3
MUC,PMI,1,1
